105730486382497793,322329899,"y","self-disclosure","other","n","victim","none"
107688644067856384,185389094,"y","self-disclosure","other","n","defender","empathy"
108654820042354688,361869056,"n","NA","NA","NA","NA","NA"
102206417217392640,226320672,"n","NA","NA","NA","NA","NA"
102779484725448704,297557032,"n","NA","NA","NA","NA","NA"
108676972149874688,157724561,"n","NA","NA","NA","NA","NA"
108901271301394432,91457415,"n","NA","NA","NA","NA","NA"
103911819474771969,197614459,"n","NA","NA","NA","NA","NA"
106590106873372672,62179998,"n","NA","NA","NA","NA","NA"
109034091743154176,177913822,"n","NA","NA","NA","NA","NA"
102533497637437441,70412906,"y","report","other","n","reporter","none"
103441158314790912,221102655,"y","self-disclosure","other","y","victim","none"
101785736088530944,57086793,"n","NA","NA","NA","NA","NA"
103666331349565440,342437494,"n","NA","NA","NA","NA","NA"
103679008855691264,11363462,"n","NA","NA","NA","NA","NA"
103970723084771328,175268451,"n","NA","NA","NA","NA","NA"
104135742401425408,146960481,"n","NA","NA","NA","NA","NA"
105202476927549441,293593896,"n","NA","NA","NA","NA","NA"
107278521805713408,150964152,"n","NA","NA","NA","NA","NA"
107478741424414720,360086723,"n","NA","NA","NA","NA","NA"
108548957919133696,235277897,"y","report","other","n","reporter","anger"
101774947961151488,31434104,"y","cyberbullying","cyberbullying","n","bully","none"
103471384973418497,219025244,"n","NA","NA","NA","NA","NA"
103557373079199744,207378439,"y","self-disclosure","other","n","victim","none"
106840582453870592,244569315,"n","NA","NA","NA","NA","NA"
101324602789208064,210803457,"y","report","other","n","reporter","none"
105799405784936448,264606687,"n","NA","NA","NA","NA","NA"
101928990138314752,221791384,"n","NA","NA","NA","NA","NA"
101929808606412800,338864860,"n","NA","NA","NA","NA","NA"
103502694634889216,24170927,"n","NA","NA","NA","NA","NA"
103938779231961091,86815267,"n","NA","NA","NA","NA","NA"
101884602586636288,53301091,"n","NA","NA","NA","NA","NA"
102829653227606018,90055203,"n","NA","NA","NA","NA","NA"
105464272934551552,240501669,"n","NA","NA","NA","NA","NA"
101495938232750080,331380807,"y","self-disclosure","other","y","bully","none"
101821613984591873,322705559,"n","NA","NA","NA","NA","NA"
104353153713053696,155455921,"y","self-disclosure","other","n","victim","anger"
106150056868061184,61120235,"n","NA","NA","NA","NA","NA"
106449969682198528,16813960,"n","NA","NA","NA","NA","NA"
108121046191841281,44528374,"n","NA","NA","NA","NA","NA"
108219316192817152,169260909,"n","NA","NA","NA","NA","NA"
101405526843338754,15900909,"n","NA","NA","NA","NA","NA"
103925126613045250,14721679,"y","self-disclosure","other","n","victim","none"
105829798315696128,92643652,"n","NA","NA","NA","NA","NA"
108154819906240512,17199808,"n","NA","NA","NA","NA","NA"
108340745324335104,27383561,"y","self-disclosure","other","n","bully","none"
101470751672107010,267800315,"n","NA","NA","NA","NA","NA"
102903555840675840,90518694,"y","report","cyberbullying","n","reporter","none"
103942171870248960,273744352,"n","NA","NA","NA","NA","NA"
104940761937743874,40004611,"n","NA","NA","NA","NA","NA"
106148664052953088,147022022,"n","NA","NA","NA","NA","NA"
106585060307775489,361673222,"y","self-disclosure","other","n","victim","none"
100689407677440000,181218735,"n","NA","NA","NA","NA","NA"
101677159214612480,322988853,"n","NA","NA","NA","NA","NA"
104295456787533824,233093898,"n","NA","NA","NA","NA","NA"
107231309449015297,56272325,"n","NA","NA","NA","NA","NA"
105058059436560384,48715116,"n","NA","NA","NA","NA","NA"
100994011858354176,235740563,"n","NA","NA","NA","NA","NA"
101344125294620673,52085663,"n","NA","NA","NA","NA","NA"
109075882429259776,15231049,"n","NA","NA","NA","NA","NA"
100301798807576576,251754874,"n","NA","NA","NA","NA","NA"
101508504812138496,51431810,"y","accusation","other","n","accuser","none"
102196835317325825,275784822,"y","report","other","n","reporter","none"
104172001232568320,109381827,"n","NA","NA","NA","NA","NA"
104199536133668864,1380901,"n","NA","NA","NA","NA","NA"
105266785045069825,107882326,"n","NA","NA","NA","NA","NA"
107852102461693953,114062784,"y","report","other","n","reporter","anger"
101370759234060289,175925194,"n","NA","NA","NA","NA","NA"
104563058826936321,119585360,"n","NA","NA","NA","NA","NA"
106005555323211776,240649584,"n","NA","NA","NA","NA","NA"
106878682320220160,290573230,"n","NA","NA","NA","NA","NA"
109004189170016256,335990854,"n","NA","NA","NA","NA","NA"
100335301150507008,126301524,"y","denial","other","n","bully","none"
107585663158861824,328595277,"n","NA","NA","NA","NA","NA"
108324197687758849,36979072,"n","NA","NA","NA","NA","NA"
100254756332769280,108461242,"n","NA","NA","NA","NA","NA"
101885152921260033,82011558,"n","NA","NA","NA","NA","NA"
102224132967636992,68733084,"n","NA","NA","NA","NA","NA"
102072519363805184,237502177,"n","NA","NA","NA","NA","NA"
104209991644356609,97348344,"n","NA","NA","NA","NA","NA"
104855481054539776,335111170,"n","NA","NA","NA","NA","NA"
108765481514708992,285461140,"y","accusation","other","n","accuser","none"
100976790876602368,87483616,"n","NA","NA","NA","NA","NA"
101528917592125440,69469872,"n","NA","NA","NA","NA","NA"
103864977844207617,69307249,"n","NA","NA","NA","NA","NA"
104075096657891329,232599037,"y","self-disclosure","other","n","victim","anger"
104826899435491328,94912172,"n","NA","NA","NA","NA","NA"
106626680055013376,191774742,"n","NA","NA","NA","NA","NA"
108042149437779970,181463343,"y","self-disclosure","other","y","victim","none"
108570195546746880,87764203,"n","NA","NA","NA","NA","NA"
101393229194346496,19300536,"n","NA","NA","NA","NA","NA"
103158825590329344,86270309,"n","NA","NA","NA","NA","NA"
102150864604643328,59330478,"n","NA","NA","NA","NA","NA"
104028556509716480,313424053,"y","self-disclosure","other","n","defender","none"
106123105822449664,151995997,"n","NA","NA","NA","NA","NA"
106302927731294208,269095847,"n","NA","NA","NA","NA","NA"
108467495408635904,74992098,"n","NA","NA","NA","NA","NA"
108906189210927106,247807726,"n","NA","NA","NA","NA","NA"
109045993810558976,248413859,"n","NA","NA","NA","NA","NA"
102456954470932481,196318040,"n","NA","NA","NA","NA","NA"
104390195901759488,53057964,"n","NA","NA","NA","NA","NA"
104763342576562176,274636968,"y","accusation","other","n","accuser","none"
106037183856648192,10088582,"n","NA","NA","NA","NA","NA"
108966853661032448,14136089,"n","NA","NA","NA","NA","NA"
102513594234699776,228305170,"n","NA","NA","NA","NA","NA"
105988452310462464,103101931,"n","NA","NA","NA","NA","NA"
106365602037374977,164811132,"n","NA","NA","NA","NA","NA"
108160516131799040,224619837,"y","report","other","n","reporter","none"
109032023129210880,112493012,"n","NA","NA","NA","NA","NA"
100389920983617536,333576880,"n","NA","NA","NA","NA","NA"
100968119178240001,261421709,"n","NA","NA","NA","NA","NA"
103656353926619137,40430822,"n","NA","NA","NA","NA","NA"
105689281854574592,96792102,"y","report","other","n","reporter","none"
107231891593244672,291789760,"n","NA","NA","NA","NA","NA"
108149010929434624,122826164,"n","NA","NA","NA","NA","NA"
108549768187351041,61734729,"n","NA","NA","NA","NA","NA"
101373421002305536,270055397,"n","NA","NA","NA","NA","NA"
107258674598256640,201036826,"y","report","other","n","reporter","none"
100075342470979584,98596937,"n","NA","NA","NA","NA","NA"
100348064140754944,17531739,"n","NA","NA","NA","NA","NA"
105790821579751427,165142562,"n","NA","NA","NA","NA","NA"
105946088254619648,20151008,"y","accusation","other","n","accuser","anger"
108069148759818240,101243394,"n","NA","NA","NA","NA","NA"
108322149097410560,325103066,"n","NA","NA","NA","NA","NA"
108658709189754881,110786708,"n","NA","NA","NA","NA","NA"
102157160586289153,140507350,"n","NA","NA","NA","NA","NA"
105992776746942464,12834972,"n","NA","NA","NA","NA","NA"
106800732031815680,302116139,"n","NA","NA","NA","NA","NA"
107988354901090304,89540428,"n","NA","NA","NA","NA","NA"
106167344593776640,182229724,"n","NA","NA","NA","NA","NA"
108923568896753664,161030937,"n","NA","NA","NA","NA","NA"
108958421558112256,20518312,"n","NA","NA","NA","NA","NA"
103053755540447232,22076089,"y","report","other","n","reporter","none"
106027940524998656,201245718,"n","NA","NA","NA","NA","NA"
102570861785137152,236652028,"n","NA","NA","NA","NA","NA"
105047677435248640,338866546,"n","NA","NA","NA","NA","NA"
102433486769627136,53593788,"y","self-disclosure","other","n","victim","sadness"
104757138236256256,90347854,"n","NA","NA","NA","NA","NA"
108734297799794688,160762953,"n","NA","NA","NA","NA","NA"
108974546152996864,306973756,"n","NA","NA","NA","NA","NA"
100124868628066304,207145027,"y","report","cyberbullying","n","reporter","none"
101350546191028225,217512290,"n","NA","NA","NA","NA","NA"
101440356591210496,85625386,"n","NA","NA","NA","NA","NA"
101658757964103680,207773364,"y","self-disclosure","other","n","defender","none"
102994946755280896,133382210,"n","NA","NA","NA","NA","NA"
103257266811187200,327761248,"y","self-disclosure","other","n","victim","none"
104181309462683649,89790939,"y","self-disclosure","other","n","victim","none"
104767952636755968,102100345,"n","NA","NA","NA","NA","NA"
105477553447383040,138230701,"n","NA","NA","NA","NA","NA"
107986735245434880,158566267,"n","NA","NA","NA","NA","NA"
102821471642062849,223852913,"y","accusation","other","y","accuser","none"
