105730486382497000,322329899,y,self-disclosure,other,n,victim,none
107688644067856000,185389094,y,self-disclosure,other,n,defender,empathy
108654820042354000,361869056,n,NA,NA,NA,NA,NA
102206417217392000,226320672,n,NA,NA,NA,NA,NA
102779484725448000,297557032,n,NA,NA,NA,NA,NA
108676972149874000,157724561,n,NA,NA,NA,NA,NA
108901271301394000,91457415,n,NA,NA,NA,NA,NA
103911819474771000,197614459,n,NA,NA,NA,NA,NA
106590106873372000,62179998,n,NA,NA,NA,NA,NA
109034091743154000,177913822,n,NA,NA,NA,NA,NA
102533497637437000,70412906,y,report,other,n,reporter,none
103441158314790000,221102655,y,self-disclosure,other,y,victim,none
101785736088530000,57086793,n,NA,NA,NA,NA,NA
103666331349565000,342437494,n,NA,NA,NA,NA,NA
103679008855691000,11363462,n,NA,NA,NA,NA,NA
103970723084771000,175268451,n,NA,NA,NA,NA,NA
104135742401425000,146960481,n,NA,NA,NA,NA,NA
105202476927549000,293593896,n,NA,NA,NA,NA,NA
107278521805713000,150964152,n,NA,NA,NA,NA,NA
107478741424414000,360086723,n,NA,NA,NA,NA,NA
108548957919133000,235277897,y,report,other,n,reporter,anger
101774947961151000,31434104,y,cyberbullying,cyberbullying,n,bully,none
103471384973418000,219025244,n,NA,NA,NA,NA,NA
103557373079199000,207378439,y,self-disclosure,other,n,victim,none
106840582453870000,244569315,n,NA,NA,NA,NA,NA
101324602789208000,210803457,y,report,other,n,reporter,none
105799405784936000,264606687,n,NA,NA,NA,NA,NA
101928990138314000,221791384,n,NA,NA,NA,NA,NA
101929808606412000,338864860,n,NA,NA,NA,NA,NA
103502694634889000,24170927,n,NA,NA,NA,NA,NA
103938779231961000,86815267,n,NA,NA,NA,NA,NA
101884602586636000,53301091,n,NA,NA,NA,NA,NA
102829653227606000,90055203,n,NA,NA,NA,NA,NA
105464272934551000,240501669,n,NA,NA,NA,NA,NA
101495938232750000,331380807,y,self-disclosure,other,y,bully,none
101821613984591000,322705559,n,NA,NA,NA,NA,NA
104353153713053000,155455921,y,self-disclosure,other,n,victim,anger
106150056868061000,61120235,n,NA,NA,NA,NA,NA
